category,distance,duration,nearby_places,title,url,p_rating,count,itemId
Religious,1 Kms,Full Day,None,Amritsar Church,/india/amritsar/early-newspaper,4.0,885,3968
Nature,26 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/leg-effect-go-turn,4.4,179,8956
Heritage,33 Kms,2-3 Hours,None,Delhi Museum,/india/delhi/player-film,1.1,319,8083
Beach,11 Kms,2-3 Hours,None,Chennai Beach,/india/chennai/although-anyone,2.9,608,8448
Religious,1 Kms,1-2 Hours,None,Varanasi Church,/india/varanasi/song-college,4.1,828,719
Beach,10 Kms,Half Day,None,Puri Resort,/india/puri/low-color-weight,1.5,425,9519
Adventure,8 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/each-rule-some-mind,2.7,455,8098
Adventure,17 Kms,Half Day,None,Manali Rafting Point,/india/manali/rather-people-have,3.2,991,4767
Adventure,19 Kms,Half Day,None,Manali Rafting Point,/india/manali/wear-ready-idea,2.6,340,8036
Wildlife,42 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/even-organization,4.6,178,548
Nature,48 Kms,Half Day,None,Leh Lake,/india/leh/finally-fear,2.0,352,7746
Heritage,29 Kms,Half Day,None,Delhi Fort,/india/delhi/myself-speak,1.6,866,4122
Nature,37 Kms,1-2 Hours,None,Munnar Hill Station,/india/munnar/over-establish-size,2.4,294,8731
Heritage,25 Kms,Full Day,None,Agra Fort,/india/agra/despite-tax,4.5,193,7706
Beach,37 Kms,2-3 Hours,None,Goa Resort,/india/goa/again-interview-dog,3.3,643,2428
Adventure,8 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/attention-also,4.4,188,6969
Adventure,29 Kms,Half Day,None,Manali Trekking Trail,/india/manali/capital-benefit,3.2,597,5903
Religious,49 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/see-individual-bad,4.0,906,320
Beach,33 Kms,1-2 Hours,None,Goa Resort,/india/goa/animal-lay-everyone,4.9,672,2836
Nature,37 Kms,Half Day,None,Ooty Lake,/india/ooty/relate-the-player,3.6,277,539
Nature,20 Kms,1-2 Hours,None,Munnar Hill Station,/india/munnar/important-notice,3.5,757,5892
Wildlife,24 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/as-argue-water,2.9,800,6111
Religious,47 Kms,Full Day,None,Amritsar Temple,/india/amritsar/enter-speak-may,1.3,400,2324
Nature,31 Kms,2-3 Hours,None,Munnar Hill Station,/india/munnar/why-stuff-service,2.8,369,9017
Religious,28 Kms,2-3 Hours,None,Madurai Temple,/india/madurai/price-learn-partner,4.8,449,4998
Adventure,33 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/mouth-off,2.2,429,5322
Religious,30 Kms,2-3 Hours,None,Varanasi Temple,/india/varanasi/peace-cost-civil,1.3,97,49
Religious,15 Kms,Half Day,None,Amritsar Church,/india/amritsar/hour-trade-certain,2.2,393,1017
Heritage,11 Kms,Full Day,None,Jaipur Fort,/india/jaipur/eat-hundred-true,3.2,894,2529
Adventure,3 Kms,Half Day,None,Manali Rafting Point,/india/manali/nearly-change-beat,1.8,650,5709
Adventure,13 Kms,Full Day,None,Goa Trekking Trail,/india/goa/against-member,1.6,493,4801
Religious,1 Kms,2-3 Hours,None,Amritsar Ghat,/india/amritsar/more-law-middle,1.2,306,8985
Religious,46 Kms,Half Day,None,Rishikesh Ghat,/india/rishikesh/per-tough-young,3.3,458,7995
Heritage,24 Kms,1-2 Hours,None,Agra Museum,/india/agra/sister-simple,1.7,733,3382
Nature,33 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/husband-tonight,1.2,827,742
Religious,30 Kms,1-2 Hours,None,Madurai Ghat,/india/madurai/house-public,4.7,58,8881
Religious,4 Kms,Full Day,None,Amritsar Ghat,/india/amritsar/song-investment,3.2,697,4120
Heritage,22 Kms,1-2 Hours,None,Jaipur Fort,/india/jaipur/little-including,4.4,182,9180
Religious,32 Kms,Half Day,None,Madurai Church,/india/madurai/staff-leg-hot-under,1.7,131,9072
Adventure,29 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/agency-today-almost,4.3,345,7220
Nature,20 Kms,2-3 Hours,None,Ooty Garden,/india/ooty/project-down,4.4,591,7078
Nature,18 Kms,Full Day,None,Munnar Hill Station,/india/munnar/could-war-fight,1.3,711,1740
Religious,50 Kms,Full Day,None,Amritsar Ghat,/india/amritsar/ten-movement-boy,1.9,239,9397
Heritage,33 Kms,1-2 Hours,None,Kolkata Palace,/india/kolkata/thought-billion,2.3,694,173
Adventure,4 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/hear-bar-top-same,2.9,477,8506
Nature,21 Kms,Full Day,None,Shillong Lake,/india/shillong/city-question-rich,4.0,711,7387
Nature,22 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/produce-per-their,2.8,434,7415
Beach,5 Kms,1-2 Hours,None,Puri Beach,/india/puri/guy-medical-him,1.4,772,8111
Wildlife,25 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/herself-defense,3.8,312,686
Religious,29 Kms,Full Day,None,Madurai Temple,/india/madurai/participant-color,4.7,707,2260
Adventure,21 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/wear-time-like,2.5,88,2717
Wildlife,13 Kms,Full Day,None,Sundarbans Sanctuary,/india/sundarbans/order-morning,3.4,62,9376
Heritage,26 Kms,Half Day,None,Kolkata Palace,/india/kolkata/ahead-several-oil,4.8,510,589
Religious,23 Kms,Full Day,None,Tirupati Temple,/india/tirupati/cultural-well,4.9,497,5545
Wildlife,40 Kms,Half Day,None,Sundarbans Sanctuary,/india/sundarbans/which-list-news,2.3,505,5532
Beach,30 Kms,Half Day,None,Kochi Beach,/india/kochi/young-foot-put,3.3,925,8044
Wildlife,1 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/believe-idea-store,4.0,538,475
Beach,15 Kms,2-3 Hours,None,Puri Resort,/india/puri/history-hear-about,1.9,887,2219
Heritage,3 Kms,Half Day,None,Hyderabad Museum,/india/hyderabad/bit-different-book,2.6,816,933
Beach,27 Kms,Half Day,None,Kochi Beach,/india/kochi/product-interesting,1.0,464,4418
Wildlife,25 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/son-hundred-issue,1.4,430,9144
Wildlife,18 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/charge-stuff-chance,2.3,413,3583
Adventure,27 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/lead-traditional,4.6,677,437
Wildlife,36 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/herself-garden-law,2.7,743,5576
Religious,36 Kms,Full Day,None,Rishikesh Ghat,/india/rishikesh/chance-will-view,2.9,966,9915
Religious,46 Kms,2-3 Hours,None,Madurai Church,/india/madurai/school-control,4.4,418,3805
Nature,34 Kms,Half Day,None,Shillong Garden,/india/shillong/century-eat-heavy,1.2,329,2294
Adventure,30 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/congress-before,1.8,882,5433
Adventure,48 Kms,Half Day,None,Manali Rafting Point,/india/manali/low-message-natural,1.3,223,1362
Nature,22 Kms,Half Day,None,Ooty Lake,/india/ooty/two-present-benefit,2.0,408,9207
Adventure,7 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/administration,2.1,600,8204
Religious,16 Kms,Half Day,None,Amritsar Temple,/india/amritsar/language-someone,4.1,967,5167
Beach,46 Kms,Half Day,None,Goa Beach,/india/goa/consider-myself,1.0,395,3054
Wildlife,4 Kms,Half Day,None,Ranthambore National Park,/india/ranthambore/may-either-future,2.9,755,7778
Nature,2 Kms,Full Day,None,Munnar Hill Station,/india/munnar/about-expert,3.5,905,3782
Nature,19 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/left-available,2.6,906,9298
Beach,13 Kms,Half Day,None,Goa Beach,/india/goa/must-product-stay,2.9,686,4149
Beach,40 Kms,2-3 Hours,None,Chennai Beach,/india/chennai/responsibility,3.8,630,7719
Heritage,22 Kms,1-2 Hours,None,Kolkata Palace,/india/kolkata/yet-concern-none,1.2,280,3015
Religious,34 Kms,Half Day,None,Madurai Church,/india/madurai/summer-finally-pass,3.9,209,9473
Religious,27 Kms,2-3 Hours,None,Amritsar Temple,/india/amritsar/fire-anything-truth,4.7,89,4897
Nature,16 Kms,2-3 Hours,None,Leh Garden,/india/leh/recently-stuff,3.4,541,4125
Adventure,50 Kms,1-2 Hours,None,Manali Trekking Trail,/india/manali/hand-pressure-take,2.9,434,7950
Beach,49 Kms,Half Day,None,Mumbai Beach,/india/mumbai/most-military-kid,5.0,539,1329
Nature,17 Kms,Full Day,None,Shillong Hill Station,/india/shillong/listen-defense-move,2.0,126,6351
Beach,13 Kms,1-2 Hours,None,Chennai Beach,/india/chennai/risk-while-unit,4.4,64,352
Beach,36 Kms,2-3 Hours,None,Mumbai Beach,/india/mumbai/society-deep-fill,4.8,305,1132
Heritage,28 Kms,Full Day,None,Agra Museum,/india/agra/sure-back-term,4.6,533,825
Nature,24 Kms,Full Day,None,Shillong Hill Station,/india/shillong/goal-site,4.7,945,3724
Heritage,20 Kms,Half Day,None,Agra Fort,/india/agra/gun-use-head-pay,4.4,644,9879
Adventure,45 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/agree-team-concern,2.2,338,8170
Heritage,33 Kms,1-2 Hours,None,Delhi Fort,/india/delhi/performance-bag,3.5,493,1074
Nature,19 Kms,1-2 Hours,None,Leh Garden,/india/leh/join-fast-smile-bad,3.4,396,6631
Heritage,16 Kms,2-3 Hours,None,Jaipur Fort,/india/jaipur/each-race-firm,1.1,171,7267
Heritage,26 Kms,2-3 Hours,None,Kolkata Museum,/india/kolkata/method-teacher,4.4,318,8790
Nature,19 Kms,Half Day,None,Munnar Lake,/india/munnar/good-find-official,1.8,544,5587
Heritage,27 Kms,Half Day,None,Hyderabad Museum,/india/hyderabad/picture-have-hit,2.7,751,3754
Nature,24 Kms,Full Day,None,Shillong Lake,/india/shillong/student-long-sort,1.7,410,2803
Heritage,1 Kms,1-2 Hours,None,Kolkata Museum,/india/kolkata/note-wonder-night,4.2,941,32
Beach,37 Kms,2-3 Hours,None,Goa Beach,/india/goa/probably-candidate,1.1,205,5713
Religious,12 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/scene-task-attack,3.9,831,2982
Religious,28 Kms,Full Day,None,Tirupati Church,/india/tirupati/own-country,2.9,693,3907
Heritage,37 Kms,Full Day,None,Delhi Palace,/india/delhi/join-enjoy-red,4.5,840,3255
Nature,33 Kms,1-2 Hours,None,Shillong Lake,/india/shillong/six-democratic-tell,1.0,388,3007
Adventure,29 Kms,Full Day,None,Goa Rafting Point,/india/goa/building-television,3.0,118,8456
Wildlife,21 Kms,Full Day,None,Kaziranga Sanctuary,/india/kaziranga/hear-line-former,3.4,133,1959
Wildlife,15 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/develop-various,4.9,731,9745
Beach,10 Kms,2-3 Hours,None,Puri Resort,/india/puri/finally-man-fear,4.3,575,8828
Religious,50 Kms,Full Day,None,Varanasi Temple,/india/varanasi/appear-education,3.6,804,1572
Wildlife,33 Kms,2-3 Hours,None,Sundarbans Sanctuary,/india/sundarbans/car-happy-computer,4.2,871,6356
Adventure,32 Kms,Half Day,None,Goa Trekking Trail,/india/goa/collection-size,3.4,768,7003
Nature,31 Kms,Half Day,None,Munnar Garden,/india/munnar/easy-listen-one,1.0,738,5261
Nature,49 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/peace-sure-would,2.8,915,4760
Heritage,14 Kms,Full Day,None,Kolkata Fort,/india/kolkata/bank-stop-national,2.7,942,8371
Nature,4 Kms,Half Day,None,Munnar Garden,/india/munnar/enjoy-prepare-story,4.8,385,9961
Beach,23 Kms,Full Day,None,Kochi Beach,/india/kochi/arrive-situation,1.9,355,1386
Heritage,38 Kms,Half Day,None,Agra Fort,/india/agra/across-together,3.7,736,5818
Wildlife,32 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/next-citizen-find,3.4,644,4082
Religious,1 Kms,2-3 Hours,None,Tirupati Ghat,/india/tirupati/these-ever-road,4.2,389,8365
Wildlife,12 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/chair-determine,1.3,54,7179
Wildlife,46 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/camera-material,1.2,220,8613
Wildlife,43 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/think-environmental,1.1,470,3388
Adventure,9 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/culture-water-then,1.0,895,5602
Wildlife,42 Kms,1-2 Hours,None,Ranthambore Sanctuary,/india/ranthambore/serious-major-kid,1.8,392,448
Adventure,37 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/accept-which,2.1,714,2063
Religious,10 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/management-play,3.6,663,3553
Heritage,38 Kms,Half Day,None,Agra Museum,/india/agra/share-language-any,4.2,81,9119
Religious,12 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/difficult-law-pick,4.0,261,3581
Adventure,18 Kms,1-2 Hours,None,Rishikesh Rafting Point,/india/rishikesh/knowledge-other,2.5,516,3304
Heritage,33 Kms,Full Day,None,Delhi Fort,/india/delhi/provide-manager,4.9,427,7255
Beach,38 Kms,Full Day,None,Mumbai Resort,/india/mumbai/practice-money-thus,4.6,655,4094
Adventure,1 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/evening-after-order,3.0,285,2870
Beach,48 Kms,Half Day,None,Chennai Beach,/india/chennai/majority-thus,3.3,647,8171
Adventure,22 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/stay-same-soldier,1.0,582,3793
Wildlife,4 Kms,Half Day,None,Jim Corbett National Park,/india/jim corbett/dinner-later,3.0,911,2943
Religious,6 Kms,2-3 Hours,None,Varanasi Temple,/india/varanasi/successful-movement,2.1,169,9222
Religious,22 Kms,Half Day,None,Amritsar Church,/india/amritsar/myself-wear-husband,3.7,512,809
Beach,15 Kms,1-2 Hours,None,Kochi Resort,/india/kochi/to-finally-future,4.0,777,6092
Nature,29 Kms,Full Day,None,Ooty Lake,/india/ooty/reflect-common-only,4.0,264,5659
Heritage,11 Kms,1-2 Hours,None,Kolkata Palace,/india/kolkata/among-so-adult,2.0,62,7394
Wildlife,26 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/investment-couple,5.0,791,546
Religious,46 Kms,Half Day,None,Tirupati Temple,/india/tirupati/heart-term-sing,4.3,743,5279
Beach,28 Kms,Half Day,None,Mumbai Beach,/india/mumbai/political-turn,4.7,388,1879
Beach,46 Kms,1-2 Hours,None,Puri Resort,/india/puri/value-everything,2.3,247,1240
Religious,34 Kms,1-2 Hours,None,Tirupati Ghat,/india/tirupati/then-despite,1.4,237,7283
Wildlife,36 Kms,Half Day,None,Kaziranga National Park,/india/kaziranga/father-then-almost,4.1,111,7832
Heritage,9 Kms,1-2 Hours,None,Agra Fort,/india/agra/month-whether,4.9,942,4649
Wildlife,49 Kms,Half Day,None,Ranthambore Sanctuary,/india/ranthambore/magazine-easy-more,2.7,748,1206
Beach,3 Kms,Half Day,None,Goa Beach,/india/goa/team-tell-forward,1.7,644,2675
Beach,36 Kms,Full Day,None,Puri Resort,/india/puri/attention-draw,2.3,608,8548
Nature,35 Kms,Full Day,None,Ooty Lake,/india/ooty/culture-matter-fish,4.9,658,1322
Adventure,24 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/point-catch-view,3.6,835,956
Heritage,10 Kms,Full Day,None,Kolkata Museum,/india/kolkata/reflect-life,4.3,950,456
Heritage,37 Kms,Half Day,None,Jaipur Museum,/india/jaipur/deep-quite,2.5,602,9476
Adventure,35 Kms,Half Day,None,Manali Rafting Point,/india/manali/feel-stop-money,1.6,816,3786
Wildlife,16 Kms,Half Day,None,Jim Corbett National Park,/india/jim corbett/maybe-yes-west-see,4.2,79,5780
Nature,32 Kms,2-3 Hours,None,Shillong Garden,/india/shillong/black-say-perform,2.8,688,9110
Beach,5 Kms,Full Day,None,Puri Beach,/india/puri/authority-travel,2.1,343,7456
Heritage,47 Kms,2-3 Hours,None,Agra Palace,/india/agra/mouth-turn-happy,2.0,211,2485
Beach,35 Kms,Half Day,None,Kochi Resort,/india/kochi/action-late-why,3.2,617,7618
Nature,28 Kms,Half Day,None,Ooty Lake,/india/ooty/owner-why-audience,1.5,495,4179
Nature,37 Kms,2-3 Hours,None,Leh Hill Station,/india/leh/law-us-ahead-other,4.9,489,2268
Religious,6 Kms,2-3 Hours,None,Tirupati Ghat,/india/tirupati/deal-hear-contain,1.1,596,5827
Nature,42 Kms,1-2 Hours,None,Munnar Hill Station,/india/munnar/relate-stage-season,1.0,834,8931
Beach,2 Kms,Half Day,None,Puri Beach,/india/puri/question-enjoy,3.3,269,3387
Wildlife,35 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/actually-item-huge,2.1,850,5673
Wildlife,24 Kms,2-3 Hours,None,Kaziranga National Park,/india/kaziranga/bring-word-cell,4.9,508,6761
Religious,40 Kms,Full Day,None,Rishikesh Church,/india/rishikesh/time-level-machine,2.7,456,3930
Nature,3 Kms,1-2 Hours,None,Munnar Hill Station,/india/munnar/thought-thing,3.7,231,9491
Religious,30 Kms,2-3 Hours,None,Madurai Temple,/india/madurai/guy-study-fear,4.2,549,237
Wildlife,11 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/successful-end,2.8,588,5849
Heritage,17 Kms,1-2 Hours,None,Kolkata Palace,/india/kolkata/question-billion,1.0,401,6550
Religious,44 Kms,Half Day,None,Madurai Temple,/india/madurai/go-think-trouble,3.7,552,8371
Beach,48 Kms,2-3 Hours,None,Puri Resort,/india/puri/national-society-do,1.1,252,6883
Heritage,38 Kms,Half Day,None,Kolkata Museum,/india/kolkata/gas-role-station,2.7,674,8165
Heritage,27 Kms,Half Day,None,Agra Fort,/india/agra/laugh-around-able,3.2,442,9072
Beach,31 Kms,1-2 Hours,None,Chennai Resort,/india/chennai/smile-hard-instead,4.7,468,6307
Nature,33 Kms,Half Day,None,Ooty Hill Station,/india/ooty/positive-task-fast,4.4,706,9470
Nature,11 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/perform-detail-hot,3.2,289,2496
Heritage,15 Kms,1-2 Hours,None,Hyderabad Palace,/india/hyderabad/what-whole-shake,1.1,248,5505
Religious,36 Kms,Half Day,None,Madurai Church,/india/madurai/republican-allow,2.5,251,9972
Nature,14 Kms,2-3 Hours,None,Ooty Lake,/india/ooty/peace-without,2.1,722,4832
Beach,42 Kms,2-3 Hours,None,Mumbai Beach,/india/mumbai/above-response-hot,1.6,97,4782
Wildlife,16 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/easy-if-hope-dinner,2.4,871,7283
Wildlife,24 Kms,Full Day,None,Kaziranga National Park,/india/kaziranga/store-mention-gas,4.8,311,854
Nature,46 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/series-arm-remain,1.9,599,9447
Adventure,47 Kms,Half Day,None,Goa Trekking Trail,/india/goa/maintain-perform,3.1,858,3229
Beach,8 Kms,Full Day,None,Kochi Beach,/india/kochi/ten-usually-reduce,3.6,590,4738
Beach,16 Kms,Full Day,None,Mumbai Resort,/india/mumbai/return-artist-next,2.0,136,1196
Religious,7 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/lay-true-suddenly,1.8,648,2681
Adventure,47 Kms,Full Day,None,Manali Rafting Point,/india/manali/mission-fire-land,1.4,242,2315
Heritage,27 Kms,Half Day,None,Jaipur Museum,/india/jaipur/dark-account,3.8,111,6953
Religious,11 Kms,1-2 Hours,None,Varanasi Ghat,/india/varanasi/very-go-apply,2.1,838,3170
Adventure,13 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/mean-analysis,1.2,950,6368
Nature,50 Kms,Full Day,None,Munnar Garden,/india/munnar/growth-during-heart,3.9,954,2428
Nature,8 Kms,Full Day,None,Munnar Lake,/india/munnar/baby-item-operation,3.3,330,6542
Adventure,18 Kms,1-2 Hours,None,Rishikesh Rafting Point,/india/rishikesh/listen-available,1.6,805,7648
Wildlife,8 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/dark-television,4.6,172,9259
Heritage,44 Kms,1-2 Hours,None,Kolkata Museum,/india/kolkata/feeling-art-take,1.6,698,550
Adventure,31 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/there-fly-game,1.7,745,6939
Religious,40 Kms,1-2 Hours,None,Varanasi Church,/india/varanasi/western-economy,1.7,980,7030
Beach,43 Kms,2-3 Hours,None,Puri Resort,/india/puri/cup-structure,2.7,181,5034
Nature,40 Kms,Full Day,None,Ooty Hill Station,/india/ooty/sometimes-protect,2.0,963,8693
Religious,47 Kms,Full Day,None,Madurai Temple,/india/madurai/minute-so-professor,2.8,912,621
Religious,7 Kms,1-2 Hours,None,Madurai Temple,/india/madurai/clear-easy-oil,4.1,746,9515
Heritage,22 Kms,Full Day,None,Hyderabad Museum,/india/hyderabad/difference-easy,3.4,859,386
Nature,19 Kms,1-2 Hours,None,Leh Lake,/india/leh/ability-of-allow,2.7,430,9409
Adventure,8 Kms,Full Day,None,Manali Rafting Point,/india/manali/person-finally,3.3,726,1480
Heritage,12 Kms,1-2 Hours,None,Kolkata Museum,/india/kolkata/be-blood-window,4.4,139,6312
Heritage,1 Kms,2-3 Hours,None,Agra Fort,/india/agra/painting-meet,2.6,794,6658
Wildlife,31 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/kitchen-theory,4.0,458,2516
Wildlife,38 Kms,1-2 Hours,None,Kaziranga Sanctuary,/india/kaziranga/name-move-professor,2.8,539,2244
Beach,44 Kms,1-2 Hours,None,Mumbai Resort,/india/mumbai/church-sea-grow,3.1,316,8443
Nature,38 Kms,Half Day,None,Munnar Lake,/india/munnar/customer-pattern,4.8,381,344
Adventure,3 Kms,Half Day,None,Manali Rafting Point,/india/manali/three-magazine,3.2,929,2376
Adventure,50 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/ask-structure,2.3,851,9417
Heritage,25 Kms,2-3 Hours,None,Kolkata Fort,/india/kolkata/including-detail,4.0,67,7653
Heritage,17 Kms,Half Day,None,Delhi Palace,/india/delhi/try-life-collection,4.4,237,9374
Nature,20 Kms,2-3 Hours,None,Shillong Lake,/india/shillong/series-style-why,4.8,602,3929
Adventure,22 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/child-series,3.4,410,5813
Adventure,7 Kms,1-2 Hours,None,Manali Trekking Trail,/india/manali/or-perhaps-laugh,4.3,352,7787
Adventure,34 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/director-explain,3.8,101,9134
Nature,15 Kms,1-2 Hours,None,Leh Hill Station,/india/leh/key-pretty-class,2.7,494,6297
Adventure,36 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/green-value-beyond,2.6,524,3791
Heritage,30 Kms,Half Day,None,Jaipur Fort,/india/jaipur/part-happy,3.8,793,8191
Beach,28 Kms,Half Day,None,Chennai Beach,/india/chennai/third-single-under,2.1,717,7530
Wildlife,28 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/prove-computer,2.9,372,8888
Heritage,32 Kms,1-2 Hours,None,Jaipur Museum,/india/jaipur/prevent-know-listen,4.8,649,3417
Beach,22 Kms,2-3 Hours,None,Goa Beach,/india/goa/military-act,3.8,147,5735
Religious,12 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/turn-sister-which,3.2,695,5804
Wildlife,39 Kms,2-3 Hours,None,Ranthambore Sanctuary,/india/ranthambore/get-nature-best,4.5,635,1302
Heritage,37 Kms,2-3 Hours,None,Kolkata Museum,/india/kolkata/congress-effort,4.0,892,8422
Wildlife,25 Kms,Full Day,None,Ranthambore Sanctuary,/india/ranthambore/federal-particular,4.6,358,7468
Nature,12 Kms,Full Day,None,Ooty Hill Station,/india/ooty/from-listen,4.5,754,9040
Adventure,36 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/do-kitchen-fact,4.9,125,9869
Adventure,19 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/better-of-care-kind,1.9,745,5270
Wildlife,27 Kms,2-3 Hours,None,Ranthambore National Park,/india/ranthambore/feel-also-any-them,1.6,964,3294
Adventure,37 Kms,Full Day,None,Goa Rafting Point,/india/goa/religious-own,4.5,501,4639
Beach,17 Kms,Full Day,None,Chennai Resort,/india/chennai/attorney-piece-rest,4.5,826,4215
Nature,47 Kms,1-2 Hours,None,Ooty Lake,/india/ooty/ask-successful-take,2.6,329,4262
Religious,44 Kms,1-2 Hours,None,Rishikesh Church,/india/rishikesh/necessary-approach,3.5,570,235
Heritage,39 Kms,2-3 Hours,None,Agra Museum,/india/agra/century-tree-family,4.4,556,3470
Nature,5 Kms,1-2 Hours,None,Shillong Garden,/india/shillong/business-would-may,2.9,118,9743
Nature,30 Kms,2-3 Hours,None,Munnar Hill Station,/india/munnar/early-apply-story,1.1,773,800
Adventure,3 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/prove-sign-similar,2.2,220,1137
Wildlife,1 Kms,Half Day,None,Jim Corbett National Park,/india/jim corbett/another-total-fight,1.5,577,3358
Wildlife,50 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/democrat-better,5.0,488,442
Wildlife,6 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/pull-meet-listen,2.8,488,1985
Religious,38 Kms,Half Day,None,Tirupati Church,/india/tirupati/lose-their-computer,3.8,101,4709
Adventure,37 Kms,Half Day,None,Goa Rafting Point,/india/goa/i-inside-this,1.9,862,8686
Beach,47 Kms,1-2 Hours,None,Puri Beach,/india/puri/possible-art,1.9,763,9966
Religious,17 Kms,Half Day,None,Tirupati Temple,/india/tirupati/center-my-card,2.6,659,2487
Adventure,35 Kms,1-2 Hours,None,Manali Trekking Trail,/india/manali/economy-especially,4.0,414,5870
Wildlife,36 Kms,2-3 Hours,None,Ranthambore National Park,/india/ranthambore/board-happen-policy,4.0,111,5579
Wildlife,12 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/degree-writer-next,1.0,781,6932
Religious,18 Kms,2-3 Hours,None,Tirupati Temple,/india/tirupati/television-produce,4.5,665,3493
Nature,44 Kms,Full Day,None,Leh Garden,/india/leh/something-rock,3.7,609,1383
Adventure,35 Kms,1-2 Hours,None,Goa Rafting Point,/india/goa/type-agreement-far,3.5,781,7488
Religious,30 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/understand-price,4.2,920,9469
Nature,18 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/kid-base-water-most,2.6,117,5450
Wildlife,43 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/serious-natural,2.8,329,6070
Adventure,31 Kms,1-2 Hours,None,Ladakh Rafting Point,/india/ladakh/support-put-station,2.3,264,8343
Religious,18 Kms,Half Day,None,Varanasi Temple,/india/varanasi/during-design-guy,4.9,753,7457
Wildlife,15 Kms,1-2 Hours,None,Kaziranga National Park,/india/kaziranga/director-couple,4.2,665,3399
Heritage,1 Kms,1-2 Hours,None,Hyderabad Palace,/india/hyderabad/manage-box-rule,3.5,88,8282
Heritage,27 Kms,Full Day,None,Kolkata Palace,/india/kolkata/have-admit-both,2.8,536,9182
Beach,32 Kms,2-3 Hours,None,Goa Resort,/india/goa/make-guy-consumer,3.4,601,4920
Adventure,33 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/rule-among,2.5,423,5590
